Indicator Name,Indicator Code,Country Name,Country Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
"Employees, agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,Brazil,BRA,16.10000038,16,16,15,13.89999962,13.10000038,12.19999981,,,,16.5,16.10000038,10.6,20.39999962,19.29999924,20.20000076,19.70000076,22.5,,24.10000038,24.70000076,,13.30000019
"Employees, agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,Colombia,COL,8,6.900000095,7.599999905,7.300000191,6.400000095,5,6.400000095,5,,,6.599999905,6.599999905,0.5,0.5,0.600000024,0.5,0.800000012,0.600000024,0.800000012,0.699999988,0.800000012,0.600000024,0.600000024
"Employees, agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,Costa Rica,CRI,4.099999905,4,4.800000191,4.400000095,5.099999905,4.199999809,4.199999809,,,,4.099999905,3.799999952,5.400000095,4.699999809,5.5,5.900000095,5.699999809,6.199999809,5.099999905,6.099999905,5.400000095,6.699999809,6.400000095
"Employees, agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,El Salvador,SLV,3.900000095,3.400000095,4.800000191,4.800000191,3.799999952,4.800000191,4.800000191,,,,2.700000048,4.099999905,3.799999952,4.699999809,6.300000191,7,7.900000095,7.699999809,8.300000191,,14.80000019,5,2.700000048
"Employees, agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,Mexico,MEX,5.699999809,6,4.900000095,4.699999809,4.400000095,4,4.400000095,4,,,6.5,6.199999809,7.199999809,8.699999809,8.100000381,12,10,10.30000019,,11.10000038,,10.80000019,3.400000095
"Employees, agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,Panama,PAN,6.300000191,5.199999809,6.900000095,7.099999905,7.800000191,7.300000191,7.300000191,,,,5.699999809,6,1.700000048,1.899999976,1.899999976,2.299999952,2.599999905,3.299999952,2.5,3,3.099999905,2.799999952,
"Employees, agriculture, female (% of female employment)",SL.AGR.EMPL.FE.ZS,Paraguay,PRY,20.5,24.39999962,22.29999924,21.60000038,23.5,19.20000076,,,,,20,20.29999924,20.29999924,16.60000038,14.10000038,13.60000038,,36.5,0.800000012,0.5,0.400000006,0.400000006,0.800000012
"Employees, agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Brazil,BRA,23.89999962,24.5,23.70000076,22.5,21.5,20.60000038,20.5,,,,23.5,23.60000038,23.2,26.79999924,26,26.79999924,27.39999962,28.39999962,,29.60000038,30.60000038,,28.10000038
"Employees, agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Colombia,COL,30.89999962,28.29999924,30.5,29.79999924,28.70000076,26.10000038,28.70000076,26.10000038,,,30.89999962,32.5,1.600000024,1.600000024,1.399999976,1.399999976,1.600000024,1.399999976,1.700000048,1.5,1.899999976,1.799999952,1.899999976
"Employees, agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Costa Rica,CRI,21,20.39999962,20.79999924,19.39999962,17.89999962,17.20000076,17.20000076,,,,22.10000038,21.89999962,27.29999924,26.89999962,26.89999962,27.20000076,28.29999924,28.20000076,28.29999924,29.5,31.89999962,33.29999924,33.59999847
"Employees, agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,El Salvador,SLV,28.5,30,30.89999962,29.29999924,28.29999924,28.79999924,32.79999924,,,,31.89999962,33.79999924,33.90000153,34.09999847,37.29999924,38.09999847,40.29999924,38.70000076,40.29999924,,47.79999924,14.89999962,11.30000019
"Employees, agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Mexico,MEX,22.60000038,22.10000038,20.60000038,19.89999962,18.89999962,18.60000038,18.89999962,18.60000038,,,23.89999962,24,23.70000076,26.39999962,25.39999962,29.60000038,28.10000038,30.29999924,,33.90000153,,33.79999924,28.60000038
"Employees, agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Panama,PAN,28.89999962,27,26.29999924,26.5,25.5,24.20000076,24.20000076,,,,29.10000038,29.5,24.70000076,25.29999924,25.70000076,26.89999962,28.5,29.10000038,28.20000076,32.20000076,36,37.5,
"Employees, agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,Paraguay,PRY,39.79999924,39,38.79999924,37.09999847,33.29999924,31.10000038,,,,,42.59999847,39,39,38.29999924,36.70000076,35.79999924,,42.5,6,2.400000095,3,1.700000048,3
"Employees, industry, female (% of female employment)",SL.IND.EMPL.FE.ZS,Brazil,BRA,12.80000019,12.89999962,13.30000019,13,13.19999981,13.5,13.19999981,,,,12.69999981,9.899999619,12.1,9.5,9.600000381,9.600000381,9.600000381,9.300000191,,10.5,10.10000038,,12.80000019
"Employees, industry, female (% of female employment)",SL.IND.EMPL.FE.ZS,Colombia,COL,15.60000038,16.20000076,17.39999962,16.89999962,15.60000038,15.80000019,15.60000038,15.80000019,,,15.60000038,17.29999924,19.89999962,19.89999962,20.89999962,21.29999924,24.10000038,24.29999924,24.70000076,25.39999962,25,25.79999924,25
"Employees, industry, female (% of female employment)",SL.IND.EMPL.FE.ZS,Costa Rica,CRI,14.39999962,13.10000038,12.60000038,12.80000019,12.89999962,13,13,,,,15,17.10000038,16.5,17.39999962,18,17.39999962,18.70000076,20.89999962,22.39999962,22.5,24.70000076,26.29999924,24.39999962
"Employees, industry, female (% of female employment)",SL.IND.EMPL.FE.ZS,El Salvador,SLV,21.89999962,21.70000076,20.10000038,19,20.39999962,20.60000038,18.29999924,,,,23.5,22.10000038,24.29999924,24.29999924,25,20.89999962,24.20000076,25.89999962,26.20000076,,22.5,23.70000076,22.39999962
"Employees, industry, female (% of female employment)",SL.IND.EMPL.FE.ZS,Mexico,MEX,19.60000038,19.39999962,18.79999924,18.29999924,17.89999962,17.79999924,17.89999962,17.79999924,,,20.60000038,22,22.20000076,21.20000076,20.29999924,18.39999962,17.79999924,15.19999981,,17.70000076,,19.20000076,20.79999924
"Employees, industry, female (% of female employment)",SL.IND.EMPL.FE.ZS,Panama,PAN,10.30000019,11.5,10.89999962,10.89999962,10.89999962,10.39999962,10.39999962,,,,9.899999619,10.19999981,9.100000381,10.39999962,10.60000038,11.30000019,12.10000038,11,11.19999981,11,10.69999981,10.60000038,
"Employees, industry, female (% of female employment)",SL.IND.EMPL.FE.ZS,Paraguay,PRY,10.10000038,11.30000019,9,8.899999619,8.899999619,9.600000381,,,,,9.800000191,10.39999962,10.39999962,11.5,10.69999981,11.10000038,,7.900000095,12.60000038,13.60000038,19.10000038,13.80000019,15.39999962
"Employees, industry, male (% of male employment)",SL.IND.EMPL.MA.ZS,Brazil,BRA,26.60000038,26.79999924,27.29999924,27.5,28.39999962,29.29999924,28.79999924,,,,27.5,26.89999962,26.7,25.79999924,27,26.79999924,26.60000038,26.39999962,,27.20000076,26.89999962,,28.10000038
"Employees, industry, male (% of male employment)",SL.IND.EMPL.MA.ZS,Colombia,COL,19.89999962,22,22.20000076,22.70000076,21.5,22.70000076,21.5,22.70000076,,,20.5,19.20000076,30.20000076,27.39999962,30.79999924,32.20000076,33.79999924,36.70000076,36.09999847,35.59999847,35.09999847,34,34.70000076
"Employees, industry, male (% of male employment)",SL.IND.EMPL.MA.ZS,Costa Rica,CRI,26.29999924,26.60000038,26.39999962,26.70000076,27.5,26.60000038,26.60000038,,,,26.5,26.60000038,24.89999962,26,25.39999962,26.39999962,25.20000076,25.39999962,27.60000038,27,26.79999924,26.29999924,26.5
"Employees, industry, male (% of male employment)",SL.IND.EMPL.MA.ZS,El Salvador,SLV,26.5,25.10000038,23.70000076,25.89999962,25.60000038,25.60000038,22.39999962,,,,24.70000076,24.60000038,24.20000076,25.39999962,24.29999924,25.20000076,25.29999924,26.60000038,25.70000076,,22.79999924,32.79999924,34.59999847
"Employees, industry, male (% of male employment)",SL.IND.EMPL.MA.ZS,Mexico,MEX,27.60000038,27.79999924,29.39999962,29.89999962,30.39999962,30.10000038,30.39999962,30.10000038,,,27.10000038,27.89999962,29.10000038,27.60000038,26.89999962,24.29999924,24.79999924,24.5,,23.89999962,,24.79999924,30
"Employees, industry, male (% of male employment)",SL.IND.EMPL.MA.ZS,Panama,PAN,20.70000076,21.20000076,20.60000038,21.89999962,23.60000038,24.20000076,24.20000076,,,,19.79999924,20.20000076,21.5,22.20000076,21.70000076,21.89999962,21.39999962,21.39999962,21.70000076,20.60000038,18.79999924,16.39999962,
"Employees, industry, male (% of male employment)",SL.IND.EMPL.MA.ZS,Paraguay,PRY,18.60000038,19.79999924,20,22.29999924,24,24.70000076,,,,,18.39999962,21,21,21.89999962,22.29999924,22.79999924,,22.70000076,37,34.79999924,33,34.90000153,36.09999847
"Employees, services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,Brazil,BRA,71.09999847,71,70.59999847,71.90000153,72.80000305,73.30000305,74.59999847,,,,70.69999695,73.90000153,76.1,70.09999847,71,70.30000305,70.69999695,68.19999695,,65.40000153,65.19999695,,73.80000305
"Employees, services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,Colombia,COL,76.40000153,76.90000153,74.90000153,75.80000305,78,79.09999847,78,79.09999847,,,77.69999695,76.19999695,79.5,79.40000153,78.40000153,77.90000153,75.09999847,75.09999847,74.40000153,73.69999695,73.90000153,73.40000153,74.30000305
"Employees, services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,Costa Rica,CRI,80.19999695,81.5,81.5,81.5,80.90000153,81.80000305,81.80000305,,,,79.69999695,77.90000153,77.40000153,77.40000153,75.90000153,76.09999847,75.09999847,72.19999695,71.59999847,70.09999847,69.09999847,66.5,68.69999695
"Employees, services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,El Salvador,SLV,74.19999695,75,75.09999847,76.19999695,75.80000305,74.59999847,76.80000305,,,,73.69999695,73.80000305,71.90000153,70.90000153,68.5,72.19999695,67.90000153,66.40000153,65.5,,62.70000076,71.19999695,74.90000153
"Employees, services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,Mexico,MEX,74.69999695,74.59999847,75.80000305,76.40000153,77.09999847,77.5,77.09999847,77.5,,,72.90000153,71.80000305,70.59999847,69.80000305,71.40000153,69.30000305,72,74.30000305,,71.09999847,,70.09999847,70.30000305
"Employees, services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,Panama,PAN,83.40000153,83.30000305,82.30000305,82.09999847,81.30000305,82.30000305,82.30000305,,,,84.5,83.80000305,89.19999695,87.69999695,87.5,86.40000153,85.30000305,85.59999847,86.40000153,86,86.19999695,86.59999847,
"Employees, services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,Paraguay,PRY,69.30000305,64.30000305,68.69999695,69.5,67.59999847,71.09999847,,,,,70,69.19999695,69.19999695,71.80000305,75.19999695,75.30000305,,55.5,86.59999847,85.80000305,80.40000153,85.90000153,83.69999695
"Employees, services, male (% of male employment)",SL.SRV.EMPL.MA.ZS,Brazil,BRA,49.09999847,48.29999924,48.70000076,49.59999847,49.79999924,49.79999924,50.40000153,,,,48.59999847,49.5,48.8,47.40000153,47,46.40000153,46.09999847,45.09999847,,43.20000076,42.59999847,,43.79999924
"Employees, services, male (% of male employment)",SL.SRV.EMPL.MA.ZS,Colombia,COL,49.09999847,49.70000076,47.29999924,47.5,49.70000076,51,49.70000076,51,,,48.5,48.29999924,68.09999847,70.59999847,67.69999695,66,64.5,61.90000153,62.20000076,62.79999924,62.70000076,64.09999847,63.40000153
"Employees, services, male (% of male employment)",SL.SRV.EMPL.MA.ZS,Costa Rica,CRI,47,48.20000076,47.90000153,48.59999847,49,50.59999847,50.59999847,,,,46.79999924,46.29999924,47.09999847,46.5,46.90000153,45.79999924,45.40000153,45.40000153,43.20000076,42.29999924,40.5,39.29999924,39.20000076
